"","initial_yield","pest_loss","disease_loss","heat_loss","priming_yield_reduction","priming_loss_reduction","init_bud_count","fruit_weight","harvest_days","yield_pot","fruit_set_r","fruit_growth_r","fruit_loss_r","fruit_resp","output_1","output_2","output_3"
"1",35340.7413900474,16.4692676356954,24.7684771000967,21.7388633501175,29.8549604838336,55.1629800072129,1262.40351212017,0.108454085220911,86.8350393011592,26.3240856514204,0.83661542425305,0.0343232030862923,0.0533490471670067,0.0150279152588216,533.299969004798,68.1667242981726,316.416466245089
"2",31679.8730345827,23.6801678022745,28.1856404321969,39.021527917592,38.9985969883712,60.484941465099,1322.30389326484,0.0915196156212633,72.9533709464669,28.0176339031183,0.807877523808913,0.0335466426154482,0.0550554343783534,0.0141871674552485,2108.88686422555,207.336654309775,743.910396380347
"3",35805.7956004079,17.6400337254092,10.7467499907198,3.47055670033474,36.6401548977492,52.4125931484494,1024.05655084667,0.0895732101856997,103.383952423804,26.4531696583591,0.780657640151294,0.0341067011096936,0.0550418250269595,0.0168148334499191,1738.88666472389,119.629794562403,355.32965116808
"4",36498.9516461854,12.1363599931004,31.937744548987,15.3811902582531,29.9373773048052,56.6773872489991,1232.26573725281,0.0958644338287084,94.6355832500154,28.0494466417877,0.89939572387134,0.0374684542373743,0.0593317522298945,0.0115818964088806,555.761325407881,68.0160543697609,248.699166557891
"5",29500.6438137327,31.3558806316569,16.8789063431467,20.1555086353616,37.2200776914388,55.1220075684118,1094.5277435761,0.0917205084272437,92.2157776278168,27.7495730878681,0.790283429725558,0.0346846113535996,0.0503011442944417,0.011586336731154,1321.66973280183,101.94473625511,293.700428221345
"6",35221.1513846231,18.4516947270085,20.1503719930726,37.6117483646075,35.2652813644316,53.2085276943156,1158.38821385218,0.102552096274552,102.384521872335,28.2027192659674,0.859686297769969,0.0397281396651837,0.0551133330309259,0.0132440089235154,1382.81843942652,103.391774457695,477.629408654897
"7",34782.5038281888,20.8601767806586,21.8247041567218,17.8443965888881,41.1379966928036,58.5587039035798,1141.12797747544,0.0930668072248962,94.9589004128313,27.670912218979,0.83200278674294,0.0409597309851032,0.0535624065227629,0.0116968493629331,858.536519246806,78.2743837550041,283.998232692569
"8",35088.5521806465,11.2415874764607,14.7709939535283,5.93968102752453,32.9156217016604,53.7928353817222,1337.12938182465,0.102120587903839,93.7409291372065,23.9716272618794,0.818606741627666,0.0369850349649506,0.0578364077004123,0.0123741046888232,646.430316922184,69.2208212541457,332.866006807395
"9",37663.8273626124,22.6407472095118,12.1615647139188,9.90953091034896,32.5530493371609,56.987191332288,1154.41821274492,0.103343916564444,98.0377966302931,28.4561186865078,0.845941993778627,0.0419543466292056,0.0558791876908137,0.00998590776294326,857.850211109837,94.5327202043554,379.771878130012
"10",34767.976643286,14.6557833810859,27.2382033793455,19.6193976968824,39.3102495002899,53.5681559959872,1107.62283736806,0.0846356438316344,93.0929258264375,23.0643358734325,0.858648061705404,0.0356346305047084,0.0518267496571339,0.0118515334398822,1166.60924819018,69.9984372425397,298.553628806252
"11",35646.8717778145,31.0492766812603,14.1842795156292,16.9389758893747,42.0552733166219,58.6147049034823,1103.99046691184,0.0978126051797872,116.111122422909,28.5444475063938,0.857784238252984,0.0341680023179756,0.0600940324781619,0.0115287083487594,1458.33227540275,141.839274587486,465.967310163559
"12",38632.1092820624,18.6659180405487,20.7252087507656,12.2579764036939,40.5676666765246,56.6822977349746,1318.21013502103,0.104642132655923,92.7638184600231,26.3627812198254,0.826933014599506,0.0370603406062954,0.060219962463095,0.00927594647508747,917.960294513053,139.92152077986,605.226098389491
"13",29247.0646689626,27.622272436069,31.7601239786511,11.9584690090594,44.1590063579582,45.357175139669,1284.74490705637,0.0830876725831641,87.3069047217795,28.3421112122416,0.891724215589705,0.0340204616704149,0.0572107280639731,0.0107124451622221,2392.39180938603,210.79641181206,647.906912056545
"14",34129.193813427,20.2213317928493,16.257715642827,0.895209700220928,33.1210284081661,57.114785193645,1426.4746925148,0.0988244842016053,83.5126101569243,29.3625339841302,0.834623049413376,0.0329710772635865,0.0505472544071143,0.0130098304111329,835.717492788099,88.6204699045499,294.507531713453
"15",31583.0385858474,21.5873678529395,10.4101365669268,21.0088822406875,40.348317028606,58.5982450907875,1199.1702761059,0.0923592256749879,120.301761728324,28.5646566008356,0.840955640635305,0.0402841258355387,0.0607041765203587,0.0115520133043131,612.834596673741,58.3483674776878,287.835268343438
"16",38268.7105565956,17.8864520089434,23.4528443503633,13.8362607342153,39.6222668255768,59.2112341852276,1457.28837542999,0.094786438515543,105.822431321167,29.4548662966907,0.852281052268081,0.0410483334859973,0.0544228514842536,0.011583139895782,7492.52578825666,527.669512210173,1441.63634308761
"17",38069.5595408682,31.1998025707562,32.7511281234807,25.8317045195107,37.4460856254613,59.4282341650316,1196.23806769651,0.0882209403722465,121.890465520791,26.9914548614909,0.827341765828549,0.0319809429987684,0.0587115177942856,0.0143906420636355,609.108180107573,53.2375654733187,220.07349831406
"18",34783.3939642465,37.0319582645259,22.9220898435391,11.9537697677256,39.5117079074189,53.3601216528298,1259.21928125142,0.103057561024298,101.575033972815,27.3926636070204,0.832980360736114,0.033837887443567,0.0546175302870463,0.0117863666738154,982.277068161586,86.0248682492965,302.457854472921
"19",36103.4906482436,28.3539356269455,26.5883448582808,14.3241687533978,36.2139013970584,47.9144726307747,1255.19192982014,0.103223564292792,107.217189709789,27.4944195716481,0.868713791521741,0.0354663144934524,0.054783302834419,0.0105589430279914,1270.65976492117,132.731726275622,618.945490262419
"20",34990.7083818429,25.8933383325843,15.1628768743167,17.0713446416528,32.502297049681,54.3474370981384,1373.71982706751,0.104020224051004,103.388044677779,30.403305739966,0.887608085687095,0.0320006643220386,0.0581208985028697,0.0102437098454608,393.411106398403,43.194689704261,153.464845490481
"21",33954.6693192458,15.5880861275165,17.233137525307,16.9527752254993,35.9652681789871,53.6443063165716,1234.9525340202,0.0992486352597041,114.291587401258,29.4057661535857,0.905374276907948,0.0342673842587874,0.0563001040407709,0.0119828759062661,1207.87684314323,133.361422216318,435.681571909083
"22",31600.9960567331,20.3094386953482,40.9143041702227,22.4438707305997,39.0169210438122,50.7694536768035,1329.38370509322,0.110630995342615,90.9476878882083,26.1867869481837,0.868716886099538,0.0372084756494232,0.0559476651239786,0.0144849750930094,898.900480297786,118.388162997703,392.323265337801
"23",30248.3045698015,26.8577137932538,18.1475797333506,10.9134108027957,42.1968554025567,51.5771281395024,1157.47166304791,0.0974565744638288,103.829391981712,28.2903632004613,0.803377220782668,0.032036688519133,0.0564136381621134,0.0102443053647688,1013.85891492384,74.6980706640524,341.724643341607
"24",38747.3092433575,14.709150559668,15.3303524805115,11.0119508159472,32.3865284949038,52.0948585481321,1188.89269840979,0.0927816098086232,99.9470656838455,27.9949101031716,0.838315219220241,0.0350477410686987,0.055980937746355,0.0121135112807101,1333.09373377681,109.800992148222,377.434039763327
"25",30633.5499396094,27.8681841217301,20.3792449016925,31.3460387749877,44.898364625545,56.5189123159422,1165.29090799886,0.101994402152842,112.797731291035,28.6197671362686,0.877750794096103,0.0319553232591542,0.0537634822332401,0.0124452303486609,1025.36903339558,109.873265144218,333.196280337985
"26",34835.0805024227,-1.25643077034695,13.771588245342,10.611546982538,33.7897588077632,52.2953606169906,1673.22936113567,0.104930371399621,92.7986513764941,28.0155572176431,0.861517086501735,0.0359588485382777,0.0541309517190577,0.00968125876814085,2923.03834995132,243.952697355146,898.916231469755
"27",37393.6875439052,23.1156206499391,23.6841534929039,21.8526078271888,41.439126024107,53.6399085658436,1349.32843109762,0.105038416546116,110.002882510072,28.0921200829283,0.890716393704718,0.0386649667012439,0.0559796268526799,0.0145380798504786,1840.12428526118,183.990532180508,812.979459096799
"28",35911.2485096875,17.9625570838652,20.6277983544953,36.7174879289566,45.4365468959005,48.1091975251072,1368.04129607527,0.0957666338522327,125.271737589551,27.8988146472189,0.861134009925202,0.0333911290511709,0.0571131084094068,0.0112632309099837,570.598844398952,44.2784421803303,135.547021498604
"29",28444.194042299,27.1218674417753,31.9678549750993,24.8575362168037,33.3478420871661,56.122345086866,1325.76014174192,0.100831609403479,101.423912252215,27.1190179570056,0.862291015803737,0.0308318668673253,0.0532490153415596,0.0103426494807653,1363.17402411328,131.516890335951,409.577652355781
"30",35493.3570356717,18.3034411420808,14.5020685910254,29.6266683410785,27.3513090531597,57.3974868079342,1317.46135063093,0.0986222385461689,123.647809697226,27.9504787724133,0.836299158972864,0.032668658062039,0.0560711784243239,0.0118395677811438,1352.02013686988,118.306649996868,428.547986435189
"31",34391.6394027708,23.8925974037093,25.829267605739,21.0738918914342,42.4475694583553,52.5941113692102,1199.26872226351,0.10236018073255,100.056042475809,27.9322046232071,0.82685075145492,0.0308512934040126,0.0546181750319306,0.0130660224978743,856.187572764782,82.2742064905881,238.978233346861
"32",33565.5002949672,24.6660740197992,28.4124113021144,18.0746867966058,45.5769981043328,54.3613723591987,1308.64022115439,0.10318296307001,101.80879526744,27.7979254896063,0.838498719151099,0.0338882961580716,0.0534909173996285,0.0111248898563688,1512.62629076173,144.751676607409,490.095059843067
"33",31706.800781297,23.3412509170115,20.8310956424951,13.6533958303714,33.5777588648089,55.485832275953,1475.68581513281,0.0894011333450177,101.728436926352,27.4320786791765,0.826463366626485,0.0370108470928245,0.0566152397215628,0.0134233544424045,1820.22025010814,175.489444993334,832.577407272178
"34",36337.1686603503,31.0227749437715,30.7156561034762,24.407629747274,44.6121645565785,52.5189062023586,1315.27934454741,0.107970653076481,103.171882642365,28.961456378621,0.804084434051836,0.0326687645529366,0.0517506621564752,0.0116914101380547,383.235119685597,35.6183340519074,97.6490449166427
"35",37531.0288638498,21.9363970989638,24.374936862503,20.9454459434928,35.7561502968561,52.6393755404634,1005.67547058144,0.0997970220088314,93.3780005379958,30.2960046891606,0.823038040156171,0.0429206008383649,0.0548826541347015,0.0134743652640729,1397.27321673848,167.606380918391,617.615512070624
"36",29612.6192031484,17.2826366290078,16.1434905219508,23.9556815460178,39.3248487549808,53.2173687143944,1060.94819641149,0.0991497155686807,132.240626352566,30.2629895516297,0.828535746374445,0.0392167061920199,0.0584545920818573,0.0130258564254611,685.229567963642,58.8477702685924,197.28466217382
"37",31620.2965099605,24.9994624972153,27.9166834878246,18.5367765978412,35.8720021241489,55.8103400628859,1093.88121168794,0.10844693678836,115.289660892368,26.0911336182471,0.837062817454965,0.0362189110718639,0.0571577299858484,0.0132231469779238,790.893684644423,111.495575961573,574.696716988686
"38",34693.050328226,26.8670335210021,29.4494322686173,24.4643717598003,34.2196810133059,60.3471314723788,1106.57546557384,0.103934114211898,91.0836001125721,29.5181239345313,0.83248950227445,0.0391832746146245,0.0532769809156719,0.0155342618028501,1354.6084503328,135.103866506163,684.222705625668
"39",34947.7878531277,27.1187800479366,13.1821281700725,22.7146031065531,38.5396676595868,52.1441363116728,1201.33875941804,0.11627341440336,98.4987133936036,27.9244155254705,0.855107098677891,0.0341971414655825,0.0510837354182008,0.0125818396398687,706.262645974703,100.477625463112,602.714754201476
"40",35847.932227212,28.4389647191538,35.9684011325565,12.3847376877986,39.7305812702327,58.5896147692025,1417.10315057148,0.103279344624236,115.209447455256,27.8542317193969,0.847226235629028,0.0339598904962169,0.0538880053119495,0.0112407976902849,1480.63156140281,205.148677448483,668.976390441162
"41",34630.2982550006,10.8906917622397,19.9691380857852,25.6442664160162,36.6040420714331,55.1909314190506,1431.61855326082,0.0930005191566359,76.99694210991,27.8456407728753,0.838620015835845,0.0306327405098793,0.0571996833445652,0.0118668150006845,394.934933025068,36.6216683019711,119.812850456114
"42",32409.0692038459,14.8676385086999,25.7159909560214,4.56150710291362,49.3850634509844,54.4052522528302,1064.26203187957,0.10003237883698,123.072606085187,26.4941645146299,0.864932808863142,0.0439115173090178,0.0547439141791743,0.0117828437551632,826.754681290039,76.7223710336708,259.443572122464
"43",40157.0737310789,21.8139406249413,16.125912082997,19.1753088831409,33.2802531081822,54.6614065065153,1228.06577204535,0.0894709697525538,115.390871960426,22.9721041105775,0.883249329925559,0.0312039127369769,0.0528409275399189,0.0129665885412819,485.186806220488,52.4585549931362,220.123057676686
"44",32156.9906366495,25.7001702603662,12.6708782817453,0.592872739872949,35.7179656633276,52.7222616558699,1304.04477233593,0.0985782772375496,95.1507958089969,27.8672661106715,0.870113817598137,0.0374653327626198,0.0572698197846071,0.00982418783010076,1279.51621220263,130.423966802028,320.994859261059
"45",34646.6051058242,35.8282550001179,42.5643155394086,13.5238281839977,37.8023874814417,53.7552751772864,1324.97533422939,0.110888984191469,86.6847781459031,26.0931886072259,0.880147304201841,0.0334366252437415,0.0573996488718767,0.0113713291430251,3214.40922701974,408.020152929697,1930.28462627006
"46",41241.7459975175,19.7343142773439,29.7940787051309,21.9110833396183,34.9625657409344,55.2103224609368,1013.4346254286,0.097144353820148,103.566862021945,26.63414411133,0.859292616662304,0.0374474422521875,0.0608448658072565,0.0131049908780768,1807.06934726292,184.783251726628,598.202073828629
"47",36796.3707719064,22.3891082452865,6.83441954793056,19.7107411395512,39.1244823304804,52.9487356981305,1169.37455521985,0.105984194718377,101.332930838829,28.1239734735174,0.883865547319041,0.0355142184338742,0.0554994773630509,0.0119878907434347,810.100508301564,106.111775236471,334.668851627639
